web-scraper-order,web-scraper-start-url,item
"1567144326-6766","https://study.baidu.com/tiku","[题目]
下面能证明自转现象的有（　　）①昼夜长短的变化   ②昼夜的交替    ③太阳直射点的变化    ④北半球河流的右岸冲刷严重．A①②B②③C③④D②④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：①昼夜长短的变化为地球公转的地理意义，故不符合题意．②昼夜交替为自转产生的地理意义，故正确．③太阳直射点的变化为黄赤交角的存在且地球不停的公转而产生的，故不符合题意．④北半球河流的右岸冲刷严重，即为地表水平运动物体发生偏转，为地球的自转地理意义，故正确．故选择：B知识点：
[知识点：]
地球运动的地理意义"
"1567144326-6685","https://study.baidu.com/tiku","[题目]
图为太阳系8颗行星示意图．图中①～⑧，分别示意地球和木星的是（　　）A②、⑦B③、⑥C③、⑤D④、⑤题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：根据八大行星的位置关系，①为水星、②为金星、③为地球、④为火星、⑤为木星、⑥为土星、⑦为天王星、⑧为海王星．图中①～⑧，分别示意地球和木星的是③、⑤．故选：C．知识点：
[知识点：]
地球所处的宇宙环境"
"1567144326-6683","https://study.baidu.com/tiku","[题目]
若某日7时14分天安门广场五星红旗伴随太阳徐徐升起，据此可知（　　）A此时太阳位于远日点附近B北半球正午太阳高度达到一年中的最大值C南半球昼长夜短D地球公转的速度最慢题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：依题意，此时升旗时刻较晚，日出较晚，应为北半球的冬半年．A、北半球的冬半年，地球经过近日点附近，故不符合题意B、北半球的冬半年，正午太阳高度很小，故不符合题意．C、北半球的冬半年，南半球昼长夜短，故正确．D、北半球的冬半年，地球经过近日点附近，公转速度较快，故不符合题意．故选：C．知识点：
[知识点：]
地球运动的地理意义"
"1567144326-5711","https://study.baidu.com/tiku","[题目]
一般认为，地球上岩浆的主要发源地是（　　）A软流层B下地幔C外核D内核题型: 单选题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：岩浆主要来源于地幔上部的软流层，那里温度高达1300℃，压力约数千个大气压，使岩浆具有极大的活动性和能量．故选：A知识点：
[知识点：]
地球的外部圈层结构及特点,地球的内部圈层结构及特点"
"1567144326-5332","https://study.baidu.com/tiku","[题目]
元旦这一天，太阳直射点（　　）A在南半球并向南移动B在南半球但向北移动C在北半球并向北移动D在北半球但向南移动题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：元旦，时间为1月1日，太阳直射点位于南回归线与赤道之间，直射点位于南半球但向北移动．故选：B．知识点：
[知识点：]
地球运动的基本形式"
"1567144326-5557","https://study.baidu.com/tiku","[题目]
下图为地球自转等速度线分布示意图，R、T在同一纬线上。据此，完成下面小题。1. 该区域所在的位置是（  ）A. 南半球低纬度B. 北半球中纬度C. 南半球中纬度D. 北半球高纬度2. R点地形最有可能是（  ）A. 丘陵B. 盆地C. 山地D. 高原题型: 综合题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. A2. B解析：⑴主要考查了地球自转线速度的变化特征。在地球表面纬度越高线速度越小，图中线速度数值越向南线速度越小，说明越向南纬度越高，所以说该地在南半球，赤道的线速度为1670千米/小时，30°纬线的线速度为1447千米/小时，图中线速度数值介于二者之间，位于低纬度。⑵纬度和海拔高度是影响地球表面线速度的两大因素。同样海拔高度，纬度越低线速度越大，纬度越高线速度越小；同一纬线上海拔越高线速度越大，海拔越低线速度越小。R比同纬度的T处线速度小说明该地地势较低，地形类型应为地势较低的盆地。据此可知答案为：（1）A；（2）B。知识点：
[知识点：]
地球运动的基本形式"
"1567144326-6236","https://study.baidu.com/tiku","[题目]
地球上出现生命的自身原因有（　　）①大、小行星各行其道，互不干扰，使地球处于一种比较安全的宇宙环境之中②地球与太阳的距离适中，使地球表面平均气温为15℃，有利于生命过程的发生和发展③地球的体积和质量适中，其引力可以使大量气体聚集在地球周围，并形成了适合生物呼吸的大气④在地球形成过程中，结晶水汽化转化为液态水，形成了原始的海洋，为单细胞生命的出现提供了条件．A①②③B①②③④C②③④D①②④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：①大、小行星各行其道，互不干扰，使地球处于一种比较安全的宇宙环境之中，这是外部的宇宙环境，故不符合题意．②日地距离适中，地球上能接受到的太阳光热适量，是地球上存在生命的自身条件，故正确．③地球的体积和质量适中，其引力可以使大量的气体聚集在地球周围，形成适合生物呼吸的大气，属于自身条件，故正确．④地球上的温度适宜，所以有液态水，是地球上存在生命的自身条件，故正确．所以选择②③④．故选：C．知识点：
[知识点：]
地球是太阳系中一颗既普通又特殊的行星"
"1567144326-7576","https://study.baidu.com/tiku","[题目]
下列地理现象的叙述，正确的是（）A同一经线上，纬度越高，太阳高度越低B锋面过境一定带来多云、阴雨天气C气候变暖是人为活动的结果D暖流的海水水温可能比寒流的海水水温更低题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：同一经线上，由于太阳直射点在南北回归线之间移动，纬度越高，太阳高度不一定越低，锋面过境不一定都带来阴雨天气，气候变暖是自然因素和人为活动的共同作用的结果，由于人为的原因导致全球变暖的速度加快了，高纬度暖流的海水水温可能比低纬度寒流的海水水温更低。知识点：
[知识点：]
世界洋流分布规律及其对地理环境的影响,大气、天气、气候变化规律,地球运动的地理意义"
"1567144326-7000","https://study.baidu.com/tiku","[题目]
下列自然现象，与太阳辐射无关的是（　　）A植物的生长B大气和水体的运动C煤、石油的形成D火山的喷发题型: 单选题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：A、植物的生长能量来自太阳辐射，故不符合题意．B、大气和水体的运动能量也来自太阳辐射，故不符合题意．C、煤炭、石油是在地质历史时期储存下来的太阳辐射能，故不符合题意．D、火山的喷发能量来自地球内部，与太阳辐射没有关系，故正确．故选：D．知识点：
[知识点：]
太阳对地球的影响"
"1567144326-8306","https://study.baidu.com/tiku","[题目]
读“世界局部地区气候分布图”，回答下列问题。1. 说出A岛东部的气候类型，并分析其形成原因。2. 分析P地多洪涝灾害的原因。3. B成为我国太阳辐射能丰富地区的原因。题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. 热带雨林气候。A地位于来自海洋的东南信风的迎风坡，降水丰富，附近海域有暖流流经，起到增温增湿的作用，全年高温多雨。2. 地处热带季风气候区，降水丰富且集中，河流径流量大；位于河口三角洲地区，地势低平，排水不畅；位于喇叭口形海湾，受海水顶托影响及夏秋季多飓风活动，加剧洪涝灾害；该地区经济落后，防洪设施差。3. 青藏高原海拔高，空气稀薄，大气清洁，对太阳辐射的削弱作用弱；纬度较低，太阳高度角较大；晴天多日照时间长。解析：⑴据图中区域轮廓可知，A岛为马达加斯加岛，东部的气候类型为热带雨林气候。原因是位于来自海洋的东南信风的迎风坡，降水丰富，附近海域有暖流流经，起到增温增湿的作用，全年高温多雨。⑵据图区域轮廓可知，P地为孟加拉湾，据气候资料图可知，该地处热带季风气候区，降水丰富且集中，河流径流量大；位于河口三角洲地区，地势低平，排水不畅；位于喇叭口形海湾，受海水顶托影响及夏秋季多飓风活动，加剧洪涝灾害；该地区经济落后，防洪设施差。⑶据图可知，B为我国青藏高原，海拔高，空气稀薄，大气清洁，对太阳辐射的削弱作用弱；纬度较低，太阳高度角较大；晴天多日照时间长，所以成为我国太阳辐射最丰富的地区。据此可知答案为：（1）热带雨林气候。A地位于来自海洋的东南信风的迎风坡，降水丰富，附近海域有暖流流经，起到增温增湿的作用，全年高温多雨。（2）地处热带季风气候区，降水丰富且集中，河流径流量大；位于河口三角洲地区，地势低平，排水不畅；位于喇叭口形海湾，受海水顶托影响及夏秋季多飓风活动，加剧洪涝灾害；该地区经济落后，防洪设施差。（3）青藏高原海拔高，空气稀薄，大气清洁，对太阳辐射的削弱作用弱；纬度较低，太阳高度角较大；晴天多日照时间长。知识点：
[知识点：]
气候类型及其判断,太阳对地球的影响,台风、寒潮、干旱、洪涝等气象灾害的形成原因"
"1567144326-5410","https://study.baidu.com/tiku","[题目]
甲（40°N，120°E ）与乙（20°S，105°E）两地（   ）A自转角速度甲大于乙B自转线速度甲大于乙C甲地地方时早1小时D乙地日出时间迟1小时题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：在地球上自转角速度除两极点外，任何地方都相同，A错。根据题目条件，甲纬度比乙高，自转线速度从赤道向两极递减，所以自转线速度甲小于乙，B错。根据经度判断，甲在乙东面，经度相差15°，所以甲地地方时比乙早1小时，C对。经度相同，地方时相同，但是在不同纬线的点，日出日间不一定相同，要考虑季节变化，乙地日出不一定晚，D错。知识点：
[知识点：]
地球运动的基本形式"
"1567144326-6295","https://study.baidu.com/tiku","[题目]
关于宇宙的叙述，正确的是（　　）A宇宙由不同形态的物质组成B宇宙中的天体用我们的肉眼都可以看到C星云和行星是宇宙中的基本天体D宇宙中的天体都是静止的题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：A、宇宙由不同形态的物质组成，故符合题意．B、宇宙中的天体如星际物质用我们的肉眼就看不到，故不符合题意．C、恒星和星云是宇宙中的最基本的天体，故不符合题意．D、宇宙中的天体都是运动的，故不符合题意．故选：A．知识点：
[知识点：]
地球所处的宇宙环境"
"1567144326-5093","https://study.baidu.com/tiku","[题目]
下列四幅图中能正确表示地球自转方向的是（　　）ABCD题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：A、侧视图中地球自转的方向为自东向西，故不符合题意；B、从北极上空俯视，地球自转的方向为逆时针，故不符合题意；C、从南极上空俯视，地球自转的方向为顺时针，故不符合题意；D、侧视图中地球自转的方向为自西向东，故正确．故选：D．知识点：
[知识点：]
地球运动的基本形式"
"1567144326-8374","https://study.baidu.com/tiku","[题目]
读下面两幅经纬网图，回答下面小题。1. 一架飞机6月22日从B点飞往A点，沿最短距离飞行，飞机的最初飞行方向是（  ）A. 东北B. 西北C. 东南D. 西南2. 当B点的区时为6月22日4时，此刻全球以两条经线为界，分属两个日期的经线是（  ）A. 20°W和160°EB. 60°W和180°C. 160°E和180°D. 120°E和180°题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. C2. B解析：⑴据图写出地理坐标：A（60°S，10°E），B（60°N，0°），因此A点位于B点的东南方，从B点飞往A点是向东南方向飞行。故选C。⑵两天的界线有两条：一条是地方时为0时经线，一条是180°经线，A排除；据图，当B点的区时为6月22日4时，即0°经线地方时为4时，则地方时为0时的经线为60°W，因此分属两个日期的经线是60°W和180°。据此可知答案为：（1）C；（2）B。知识点：
[知识点：]
地球运动的地理意义"
"1567144326-8209","https://study.baidu.com/tiku","[题目]
从地转偏向力考虑，理想状态下，下列示意中(空心箭头表示水流初始运动方向，虚线箭头表示水流实际运动方向，横实线代表纬线)，能正确表示北半球水流流向的是（  ）A①B②C③D④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：根据图中纬度，③、④在南半球，C．D错。虚线箭头表示水流实际运动方向，图①中水流向右偏，A对。图②中水流向左偏，B错。据此可知答案为：A。知识点：
[知识点：]
地球运动的地理意义"
"1567144326-5365","https://study.baidu.com/tiku","[题目]
昼夜形成的原因是（　　）A地球的自转B地球的公转C黄赤交角的存在D地球是个不发光、也不透明的球体题型: 单选题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：A．由于地球自转使昼夜不断地交替，故不符合题意；B．地球的公转，黄赤交角的存在，使昼夜长短发生变化，故不符合题意；C．地球的公转，黄赤交角的存在，使昼夜长短发生变化，故不符合题意；D．地球是一个自身不发光、不透明的球体，在同一瞬间，地球只有一半面向太阳，向阳的半球形成白天，为昼半球；背阳的半球形成黑夜，为夜半球，这是昼夜产生的原因，故正确．故选：D．知识点：
[知识点：]
地球运动的基本形式"
"1567144326-7361","https://study.baidu.com/tiku","[题目]
下图为成都(30.7°N，104°E)日出时刻7时零4分（北京时间)这一天，世界四个著名城市与成都正午太阳高度差值(H)和日出时间差值(T)图(图中正午太阳高度大于成都为正，小于为负；日出时间早于成都为正，晚于为负)，读图回答问题。图中①、②、③、④依次代表的城市，正确的一组是（   ）A惠灵顿、新加坡、开罗、华盛顿B悉尼、雅加达、伦敦、巴西利亚C堪培拉、东京、莫斯科、圣保罗D开普敦、曼谷、柏林、圣地亚哥题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：排除法。这一天成都(30.7°N，104°E)日出时刻7时零4分（北京时间),计算出当地时间6点日出，说明太阳直射赤道且成都的正午太阳高度角为59.3°。①日出早于成都3小时，则①在149°E，开普敦在南非，排除D。②正午太阳高度大于成都，约为83°，说明②应在南北纬7°附近的地方，东京明显不对，排除C。③的正午太阳高度角约为39°，则③应在南北纬51°附近，开罗不符合，排除A。知识点：
[知识点：]
地球运动的地理意义"
"1567144326-6225","https://study.baidu.com/tiku","[题目]
在地球表面上，决定太阳直射最北和最南界线的是（　　）A地球的自转运动B地球的球体形状C地球在宇宙中的位置D黄赤交角的大小题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：太阳直射最北和最南界线分别是北回归线与南回归线，黄赤交角的大小决定了太阳直射点的移动范围．故选：D．知识点：
[知识点：]
地球运动的地理意义"
"1567144326-8312","https://study.baidu.com/tiku","[题目]
读下图，回答下列问题。1. 写出ABC三层的名称A:       B:       C:     。2. 太阳活动能量高度集中释放的形式是      ， 它发生在    层。3. 呈暗黑斑点状的太阳活动类型是      ， 它发生在    层。4. 太阳活动的平均周期为    年，世界上许多地区气候的年际变化，与黑子的活动周期有一定关系，常诱发    灾害。此外，太阳活动还影响地面无线电短波通讯，也会使地球磁场受到扰动，产生    现象，两极地区也可能产生    现象。题型: 综合题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. 光球,色球,日冕2. 耀斑,色球3. 黑子,光球4. 11,水旱,磁暴,极光解析：⑴读图可知，A是光球层，B是色球层，C是日冕层。⑵黑子和耀斑是太阳活动的主要方式，太阳活动能量高度集中释放的形式是耀斑，耀斑发生在色球层。⑶黑子和耀斑是太阳活动的主要方式，黑子呈暗黑斑点状，它发生在光球层。⑷太阳活动以黑子和耀斑为主要标志，太阳黑子的变化周期是11年,地球上许多地方年降水量的变化与黑子活动的周期有一定的相关性,有的呈正相关有的呈负相关，常诱发水旱灾害。此外，太阳活动还影响地面无线电短波通讯，也会使地球磁场受到扰动，产生磁暴现象，太阳大气抛出的高能带电粒子流冲进两极地区也可能产生极光现象。据此可知答案为：（1）光球；色球；日冕。（2）耀斑；色球。（3）黑子；光球。（4）11；水旱；磁暴；极光。知识点：
[知识点：]
太阳对地球的影响"
"1567144326-6433","https://study.baidu.com/tiku","[题目]
天体是指宇宙中的固态物体．（    ）（判断对错）题型: 判断题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：错误解析：天体，是对宇宙空间物质的真实存在而言的，也是各种星体和星际物质的通称．人类发射并在太空中运行的人造卫星、宇宙飞船、空间实验室、月球探测器、行星探测器、行星际探测器等则被称为人造天体．星际空间的尘埃和气体也是星际物质也属于天体．据此可知答案为：错误知识点：
[知识点：]
地球所处的宇宙环境"
"1567144326-5506","https://study.baidu.com/tiku","[题目]
于地球公转的叙述不正确的是（  ）A地球公转的轨道是一个椭圆B太阳位于椭圆的一个焦点上C地球公转的方向是自西向东D地球公转的周期是1太阳日题型: 单选题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：地球公转的轨道是一个椭圆，太阳位于椭圆的一个焦点上，地球公转的方向是自西向东，地球公转的周期是1恒星年。据此可知答案为：D。知识点：
[知识点：]
地球运动的基本形式"
"1567144326-5269","https://study.baidu.com/tiku","[题目]
决定太阳直射最南和最北界线的是（　　）A地球的自转运动B地球的形状C地球在宇宙中的位置D黄赤交角题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：现在黄赤交角取值23°26′，太阳直射最南界线是 23°26′S，最北界线是23°26′N．黄赤交角决定太阳直射最南和最北界线．故选：D．知识点：
[知识点：]
地球运动的基本形式"
"1567144326-5227","https://study.baidu.com/tiku","[题目]
2012年1月23日是中国传统节日﹣﹣春节．中国的春节，是最具文化内涵和传统魅力的节日，也是最有凝聚力的节日．据此完成：下列最有可能表示中华民族春节时的光照图是（　　）ABCD题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：2012年1月23日是中国传统节日﹣﹣春节，北极圈大部分地区出现极夜，符合的是A图．故选：A．知识点：
[知识点：]
光照图的综合判读"
"1567144326-6679","https://study.baidu.com/tiku","[题目]
到下列哪个国家旅行有可能欣赏到因“太阳发脾气”而形成的空中梦幻景观（　　）A加拿大B英国C意大利D巴西题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：由题，因“太阳发脾气”而形成的空中梦幻景观是极光，只有在纬度较高的区域才会发生，故可能欣赏到该景观的是加拿大．故选：A．知识点：
[知识点：]
太阳对地球的影响"
"1567144326-7955","https://study.baidu.com/tiku","[题目]
下列地理现象中，能说明地球自转的是(     )A太阳东升西落B昼夜长短变化C四季变化D昼夜现象题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：昼夜长短变化和四季更替都是地球公转的地理意义；昼夜现象是由于地球自身不发光不透明，在阳光照射下而形成昼夜现象；由于地球自转形成日月星辰的东升西落，故A项正确。知识点：
[知识点：]
地球运动的地理意义"
"1567144326-7375","https://study.baidu.com/tiku","[题目]
下列地理现象中，因地球自转而产生的是（    ）①昼夜 ②昼夜更替 ③昼夜长短的变化 ④不同经线上有不同的地方时 ⑤不同纬度上有不同的正午太阳高度 ⑥不同纬度上的昼夜长短不同 ⑦物体的水平运动发生偏向 ⑧四季更替 ⑨使地球成为旋转椭球体 ⑩地球表面上的五带。A①④⑦⑨B②⑤⑧⑩C③⑤⑥⑧D②④⑦⑨题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：地球公转速度近日点1月初快，远日点7月初慢，北半球的夏半年较冬半年长，北极点极昼天数比南极点极昼天数多几天。选D正确。知识点：
[知识点：]
地球运动的地理意义"
"1567144326-8145","https://study.baidu.com/tiku","[题目]
与地球上存在生命无关的因素是（ 　）A日地距离适中B安全稳定的宇宙环境C地球上形成了适于生物呼吸的大气D月球绕地球旋转题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：由于日地距离适中，影响了地球具有适宜的温度条件。由于大小行星各行其道，故地球形成了较安全的宇宙环境；由于地球的质量体积适中，故引力适中，形成了较厚的大气层；都是地球生命存在的基本条件。知识点：
[知识点：]
地球是太阳系中一颗既普通又特殊的行星"
"1567144326-6530","https://study.baidu.com/tiku","[题目]
下列自然天体离地球最近的是（　　）A神州五号B月球C火星D金星题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：A、神州五号不是自然天体，故不符合题意．B、月球是地球的卫星，是距离地球最近的自然天体，故符合题意．C、火星是距离地球较近的行星，但不是最近的，故不符合题意．D、金星是距离地球最近的行星，但不是距离地球最近的天体，故不符合题意．故选：B．知识点：
[知识点：]
地球所处的宇宙环境"
"1567144326-5693","https://study.baidu.com/tiku","[题目]
对地球圈层的主要特点，描述正确的是（　　）A大气圈是由不同类型的气体组成，干燥洁净B水圈是由不同地区分别为固态、气态、液态的水共同组成，连续但不规则C生物圈是各种类型的生物的总称，生机勃勃D岩石圈包含着整个地壳及上地幔，厚度不均题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：A、大气圈由干洁空气、水汽和尘埃组成，故不符合题意；B、水圈是由地球表层水体构成，是连续但不规则的圈层，故正确；C、生物圈是生物及其生存环境的总称，故不符合题意；D、岩石圈包括地壳和上地幔顶部，而不是整个上地幔，故不符合题意．故选：B知识点：
[知识点：]
地球的外部圈层结构及特点,地球的内部圈层结构及特点"
