web-scraper-order,web-scraper-start-url,item
"1567142626-2000","https://study.baidu.com/tiku","[题目]
三峡工程对库区产生的环境问题有（   ）①耕地被淹 ②文物古迹被淹 ③缓和气温日、年变化   ④泥沙淤积加重A①②③B①③④C②③④D①②④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：组合选择题可结合排除法分析，三峡水库造成后，气温日、年变化趋缓属有利影响，故③错误。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1966","https://study.baidu.com/tiku","[题目]
下表为我国四川、江西、内蒙古、上海四个省级行政区人口．耕地统计资料，关于四个省区从1996—2004年耕地面积减少的最主要原因对应正确的是（    ）省级行政区字母人口（万人）耕地面积（km2）1996―2004年减少耕地面积（km2）1996―2004年耕地减少类型所占比重（%）建设占用灾毁生态退耕农业结构调整A8428622246145．961．7470．2722．03B41052316414317．330．9168．9912．77C22325568910101．782．2695．270．69D141929487162．585．7313．2718．42AA省区—退耕还草，大力发展畜牧业BB省区—农业结构调整，生态退耕CC省区—退耕还林，扩大森林种植面积DD省区—城市化发展建设占地多题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：上海市经济发展水平最高，城市建设用地最多，为表中D；内蒙古地广人稀，草场广布，应以畜牧业为主，生态退耕比例最大，为表中C；表中B建设占用地比例高，应为经济较发达区域，相比四川，江西更符合。故ABCD依次是四川、江西、内蒙古、上海。四川应退耕还林，因地制宜发展农业，A错；B省因经济发展占用耕地多，要注意生态保护，B错；内蒙古应退耕还草，积极建设高质量的人工草场，C错；D是上海，城市化水平高，城市建设占用耕地多。据此可知答案为：D知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-1940","https://study.baidu.com/tiku","[题目]
2014年12月28日7时，某国际航空公司一架从印度尼西亚飞往新加坡的客机失联，搜救工作随即展开。下图示意飞机飞行路线及搜索区域。读图完成下题。在图示洋面搜索该失联客机碎片，主要采用的地理信息技术是(　　)A遥感B全球定位系统C数字地球D地理信息系统题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：搜索失联客机碎片主要采用的地理信息技术是遥感，遥感是视力的延伸，可以感知不同地物的差异，A对。全球定位系统只是定位、导航，不能搜索，B错。数字地球用于实现信息的共享，C错。地理信息系统是分析、处理信息，不能搜索，D错。知识点：
[知识点：]
遥感(RS)在资源普查、环境和灾害监测中的应用,区域可持续发展"
"1567142626-2011","https://study.baidu.com/tiku","[题目]
欧洲西部有许多由河流和运河构成的内河航运网。据此完成题。欧洲西部河流发展航运的条件优越，从自然因素考虑是因为欧洲西部（  ）①经济发达       ②地形平坦③水能丰富      ④降水丰富A①②B②④C③④D①③题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：注意自然因素的要求，故经济发达不属于自然因素，水能资源丰富与河流航运条件的开发无关，河流流经地区地形平坦、流量较大、流量的季节变化较小、无冰期等自然因素对河流航运影响大。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1961","https://study.baidu.com/tiku","[题目]
改革开放后，苏南地区的工业化和城市化与乡镇企业的发展有着密切的关系。题型: 判断题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：正确解析：我国苏南地区的工业化和城市化得益于乡镇企业的发展，题目说法正确。据此可知答案为：正确。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-1998","https://study.baidu.com/tiku","[题目]
珠江三角洲与长江三角洲和京津唐等地区相比，对外资吸引力正在下降，其原因是（　）A国家对长江三角洲地区和京津唐地区实行了更优惠的政策B受地区产业基础和市场腹地等条件限制C长江三角洲地区和京津唐地区劳动力资源更为丰富、廉价D长江三角洲地区和京津唐地区水资源、矿产资源比珠江三角洲地区更丰富题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：珠三角的区域发展主要得益于我国的改革开放政策、邻近港澳的地理位置和世界产业转移，但与长三角、京津唐等地区相比，该地区主要的不利是受地形（南岭)阻隔，经济腹地狭小；产业基础薄弱；科技水平较低，长三角地区矿产资源、能源资源匮乏，京津唐地区水资源短缺。故选B项。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-2018","https://study.baidu.com/tiku","[题目]
田纳西河干流上的水库开始放水的时间是（　）A每年的8月1日B每年的10月1日C每年的圣诞节D每年的元旦题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：田纳西河干流上的水库开始放水的时间是每年的8月1日。因为田纳西河流域冬末春初多降水，夏秋降水相对较少，河流流量不稳定，降水季节变化与农作物的季节需水相矛盾，故修水库蓄水，解决降水与灌溉的矛盾。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-2024","https://study.baidu.com/tiku","[题目]
下列关于地理环境对其它生产活动影响的叙述，不正确的是（ ）A长江三角洲的轻工业发展依托于当地发达的农业基础B长江三角洲发展重工业依托于当地丰富的矿产资源C松嫩平原发展重化工业依托于当地丰富的石油资源和周围地区的煤、铁等资源D长江三角洲商业贸易发达依托于优势的地理位置题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：长三角位于长江入海口，地形平坦、土壤肥沃、水源充足等自然环境优越，但矿产资源不足，故B项错误。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-2040","https://study.baidu.com/tiku","[题目]
下列关于田纳西河流域的叙述，正确的是（　）A田纳西河水主要靠冰雪融水补给B田纳西河流域是美国新的棉花带C田纳西河水系全线可通航，并通过密西西比河及其支流可通往全国全部地区D流域内丰富的矿产资源，成为影响流域综合开发的重要因素题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：田纳西河流域位于美国东南部，受亚热带季风性湿润气候影响，位于湿润地区，故河流水源以降水为主要补给，A错误；田纳西河流域是美国主要的混合农业区，B错误；田纳西河航运条件较好，结合密西西比河水运和通往全国大部分地区，而不可能到达全部地区，如西部山区和太平洋沿岸地区，C错误；田纳西河流域内有丰富的矿产资源，如煤炭、石油、磷等，利于流域内的工业发展，D正确。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1986","https://study.baidu.com/tiku","[题目]
我国的香港、澳门、台湾在经济发展上的共同特点是（ ）A都以博彩业为主B都以出口加工工业为主C都以钢铁、机械等重工业为主D都以农业和农产品加工业为主题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：香港和台湾的经济不是以博彩业为主；香港和澳门的钢铁工业和机械等重工业很落后；三地的农业和农产品加工业都占很小比重；而三地原料缺乏，人稠地狭，市场狭小，所以都是都以出口加工工业为主，进口原料，然后进行加工。故选B。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-1984","https://study.baidu.com/tiku","[题目]
惠州剑潭水利枢纽已顺利地拦截东江，并发挥着效益。这一水利工程对环境的影响可能有（   ）A明显减少河流的年径流量B显著增加河流泥沙的下泄量C降低坝址上游两岸的地下水位D稳定坝址下游河流径流季节变化题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：惠州剑潭水利枢纽已顺利地拦截东江，这一水利工程对河流的径流量基本没什么影响，主要起到调节河流径流量，使下游水量平稳；水利工程可以使上游泥沙在库区淤积减少河流泥沙的下泄量；水利工程一旦蓄水，必然会抬高上游两岸水位，是的地下水位也随之上升，故本题选D。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1936","https://study.baidu.com/tiku","[题目]
联合国世界气象组织(WMO)称，北冰洋海冰2012年消融面积比美国还大(下图)，监测北冰洋海冰面积变化速度的地理信息技术是(　　)AGPSBGISCRSDGPRS题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：C解析：遥感技术探测范围广，可以连续监测，最适宜北冰洋海冰面积的动态监测。知识点：
[知识点：]
遥感(RS)在资源普查、环境和灾害监测中的应用,区域可持续发展"
"1567142626-2046","https://study.baidu.com/tiku","[题目]
联合湖位于美国西雅图市,19世纪中叶以前湖岸森林绵延,景色优美。1872年,运河修成,联合湖与海湾相通。此后,湖岸成为了工业发展重地。20世纪初,在湖北岸岬角建立了西雅图煤气厂。1956年,因天然气的全面推广,该煤气厂停产。后当地政府收购该厂区,改造与保留了部分工业遗迹并不断修复周边生态,建成了一个环境优美的都市景观公园,成为成功利用工业遗迹的范例。下为联合湖位置示意图及煤气厂公园景观鸟瞰图。完成下列各题。1. 19世纪70年代,联合湖湖岸成为工业发展重地的原因是（  ）A. 自然环境优美B. 水运条件改善C. 能源资源丰富D. 土地价格低廉2. 推测西雅图煤气厂公园生态修复中最难以治理的是（  ）A. 大气与矿渣污染B. 生物种类单一C. 土壤与地下水体污染D. 地表植被农药残留3. 西雅图煤气厂的废弃工业用地重塑,其体现的意义是（  ）A. 追求人与环境和谐共处B. 追求土地价值最大利用C. 追求历史遗迹最佳保护D. 追求生态环境自我修复题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. B2. C3. A解析：⑴读材料可知，联合湖在运河修成，联合湖与海湾相通之后，湖岸就成为了工业发展重地，说明该地工业发展的重要原因为水运条件的该善，B对。⑵煤气主要是由煤炭转化而成，然后输送到周围区域，大气的流动速度较快，工业生产停止，大气污染就可以治理，A错误；生物种类单一，可以通过植树造林来增加植被种类，B错误；土壤和地下水的循环更新速度慢，因此受到污染难易修复，C正确；煤气生产不会导致地表植被农药残留，D错误。⑶由材料可知后“当地政府收购该厂区，改造与保留了部分工业遗迹并不断修复周边生态，建成了一个环境优美的都市景观公园”这说明西雅图煤气厂的废弃工业用地重塑，其体现的意义是追求人与环境和谐共处。据此可知答案为：（1）B；（2）C；（3）A。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-2057","https://study.baidu.com/tiku","[题目]
影响珠江三角洲地区国内腹地范围的自然原因主要是（  ）A地形的阻隔B水源不足C夏季气温高温多雨D河流航运里程较短题型: 单选题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：珠三角受南岭等山脉的影响，故经济腹地狭窄。据此可知答案为：A。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-1991","https://study.baidu.com/tiku","[题目]
珠江三角洲地区20世纪80年代以后工业化、城市化较快的关键性条件是（ ）A国际经济环境B侨乡C区位D对外开放政策题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：当时的国际经济环境对我国各地是一样的，A错。80年代以前珠江三角洲也 是侨乡，B错。该地的区位并没有变化，C错。唯一有差别的是20世纪80年代以后，这里对外开放政策的实施比其它地区早，工业化、城市化得到快速发展，D对。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-2005","https://study.baidu.com/tiku","[题目]
田纳西河流域非常重视田纳西河水力资源的开发利用，目前水力资源的利用率约为(    )A90%B80%C70%D60%题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：田纳西河流域水力资源丰富，经开发利用，其水力资源的利用率约占90%。故选A。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1952","https://study.baidu.com/tiku","[题目]
利用气象卫星云图监测台风的有关叙述错误的是(    )A可以确定台风中心的位置，估计台风强度B监测台风的移动方向和速度C确定狂风暴雨出现的地区D预报台风登陆的准确地点和精确时间题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：气象遥感卫星可以确定台风中心的位置，估计台风强度，监测台风的移动方向和速度，预测狂风暴雨出现的地区，但是受技术手段和台风多变性的影响，不能预报台风登陆的准确地点和精确时间。故A、B、C三项正确，D项说法错误，D项是符合题意的选项。知识点：
[知识点：]
遥感(RS)在资源普查、环境和灾害监测中的应用,区域可持续发展"
"1567142626-2026","https://study.baidu.com/tiku","[题目]
该图是我国四个地区区域城市化的典型模式，图中①②③④代表的地区依次是（   ）A苏南地区、珠江三角洲地区、浙江温州地区、东北地区B珠江三角洲地区、东北地区、浙江温州地区、苏南地区C浙江温州地区、苏南地区、东北地区、珠江三角洲地区D珠江三角洲地区、浙江温州地区、苏南地区、东北地区题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：我国各地区城市化发展模式不一样。依托于对外开发，引进外资而发展符合珠三角模式；小商品经济发展起来的个体私营经济符合温州模式；苏南靠大城市扩散，乡镇企业发展，推动产业化发展，从而推进城市化；资源的开发，国有大中型企业发展符合东北老工业基地的发展模式。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-1990","https://study.baidu.com/tiku","[题目]
田纳西河流域最适合布局的工业类型是（    ）A市场指向型B廉价劳动力指向型C技术指向型D动力指向型题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：田纳西河流域降水多，水流水量丰富，落差大，有丰富的水能资源，流域内实行了水能的梯级开发，能提供充足、廉价的电力，最适合布局电力消耗量大的动力导向型工业。D对。田纳西河的市场、技术与美国大城市相比，没有优势，劳动力价格不如发展中国家有优势，所以A、B、C错。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-2049","https://study.baidu.com/tiku","[题目]
下图为我国南方某工业区牙刷生产企业分布示意图。读图回答下列各题。1. 下列对该工业区的说法正确的是（  ）A. 形成了原料—生产—销售配套体系B. 该工业区以大型骨干企业为主C. 该工业区同类企业竞争激烈，利润低D. 该工业区资本密集程度高2. 该区域改革开放前为乡村地区，以粮食种植为主，经济落后，现在该区域的城市化为我国区域城市化的典型模式之一，该区域（  ）A. 乡村工业化推动了大城市的形成B. 不可能出现城市、乡村交错的景观C. 乡镇企业促进了中小城市迅速发展D. 产业的升级导致逆城市化现象明显题型: 综合题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：1. A2. C解析：⑴由材料可知，该工业区以若干牙刷生产企业为核心，聚集了大量原料供应商、配套服务供应商、设备供应商和销售企业等相关产业，形成了完整的原料—生产—销售配套体系。该工业区内的牙刷生产企业数量较多，没有显著的骨干企业，B错误；该工业区内各企业间相互配合，形成良好的协作体系，C错误；该工业区内企业数量众多，资本分散，D错误。⑵乡村工业化有助于促进乡村向城市转型，但对大城市的形成没有太大影响，A错误；在城市化过程中，部分乡村转化为城镇，可能出现城市、乡村交错的景观，B错误；从而促进了中小城镇迅速发展，C正确；没有明显的逆城市化现象，D错误。据此可知答案为：（1）A；（2）C。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
"1567142626-2030","https://study.baidu.com/tiku","[题目]
田纳西河流域内的河水的补给方式及水汽主要来源地是（ ）A冰川融水，阿巴拉契亚山B大气降水，墨西哥湾和加勒比海C大气降水，太平洋D湖泊水，五大湖题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：田纳西河流域位于美国的东南部，受亚热带湿润性季风气候影响，故河流以大气降水为主要补给，夏季风源于墨西哥湾和加勒比海，带来丰富的水汽。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1939","https://study.baidu.com/tiku","[题目]
在农业方面，运用遥感技术能够(　　)①监测耕地变化　②调查作物分布　③估测粮食产量④跟踪产品流向A①②③B②③④C①②④D①③④题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：解答本题的关键是明确遥感的功能。遥感为视力的延伸，能监测耕地变化、作物分布及根据作物长势估测粮食产量等。知识点：
[知识点：]
遥感(RS)在资源普查、环境和灾害监测中的应用,区域可持续发展"
"1567142626-2015","https://study.baidu.com/tiku","[题目]
田纳西河流域开发的核心是（ ）A河流的梯级开发B土地资源利用率及高耗能工业C旅游业开发D疏通河道题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：田纳西河流域开发的核心是流域的梯级开发。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-2012","https://study.baidu.com/tiku","[题目]
下列关于田纳西河及其流域开发的说法正确的是（  ）A发源于阿巴拉契亚山脉东B山地的生态环境直接影响环境水量和水质C河流是生态环境保护的重点D河谷平原是该流域中开发利用的主要部分题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：B解析：田纳西河发源于阿巴拉契亚山脉西部，山地是河流的发源地，其生态环境直接影响河流的水量与水质，因此应保护好它的植被；河谷平原是人类活动比较集中的地区，因此是生态环境保护的重点。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1954","https://study.baidu.com/tiku","[题目]
2009年2月7日上午我国西北某军用机场，三架轰炸机相继升空，先后5次进入内蒙古段黄河冰凌区实施轰炸，24枚炸弹全部准确命中目标，炸凌任务圆满完成。据此回答问题。黄河凌汛灾情监测中主要用到的技术是（ ）AGISBGRSCGPSDRS题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：利用卫星监测生态环境和灾害，属于遥感的主要功能。知识点：
[知识点：]
遥感(RS)在资源普查、环境和灾害监测中的应用,区域可持续发展"
"1567142626-1929","https://study.baidu.com/tiku","[题目]
阅读下列材料，回答问题。材料一：地处河西走廊的张掖地区（黑河中游）近50年间，人口由55万增至116万，耕地由10万公顷增加到26万公顷，中游沿岸建成的平原水库27座，截流了几乎全部的上游来水。(如下图)材料二：额济纳旗草原过去曾是水草丰美、牛羊成群的地方，现在草木枯萎，到处是戈壁沙漠，一片荒凉，已难见草原风光。1. 请根据所学知识，分别说出弱水河流的主要补给来源和影响其流量的自然因素。2. 结合材料和所学知识，简述额济纳旗草原退化的主要原因。3. 简述该地区防治荒漠化的有效措施。题型: 综合题|难度: 一般|使用次数: 3|纠错复制收藏到空间加入选题篮查看答案解析答案：1. 高山冰雪融水；气温。2. 人口激增；过度开垦；水资源不合理利用。3. 控制人口增长，提高人口素质；调整产业结构，发展节水农业；合理放牧，防止过度开垦，保护好周围生态环境；加大荒漠化防治的投入，加强管理，加强执法力度。解析：⑴考查河流的补给类型。结合图中信息可知，弱水河发源自祁连山区，山上有冰川分布，夏季气温较高，冰雪融水较多。⑵考查区域荒漠化的原因，主要原因是人为原因。人口增长过快，过度开垦，水资源的不合理利用等都导致了草原的退化。⑶考查荒漠化的治理措施。主要从产生问题的原因进行分析，或者可以借鉴其他成功的案例。具体分析，控制人口增长，提高人口素质；调整产业结构，发展节水农业；合理放牧，防止过度开垦，保护好周围生态环境；加大荒漠化防治的投入，加强管理，加强执法力度。据此可知答案为：（1）高山冰雪融水；气温。（2）人口激增；过度开垦；水资源不合理利用。（3）控制人口增长，提高人口素质；调整产业结构，发展节水农业；合理放牧，防止过度开垦，保护好周围生态环境；加大荒漠化防治的投入，加强管理，加强执法力度。知识点：
[知识点：]
荒漠化的防治,陆地上水体间的相互关系,区域可持续发展"
"1567142626-1962","https://study.baidu.com/tiku","[题目]
流域的开发必须结合流域的具体特征进行综合开发和利用。题型: 判断题|难度: 简单|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：正确解析：流域的开发必须立足于流域的实际情况，因地制宜，结合流域的具体特征进行综合开发和利用。据此可知答案为：正确。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-1980","https://study.baidu.com/tiku","[题目]
读“某年6～9月长江某水文站观测到的流量变化趋势示意图，回答下题。从图上信息看，下列治理长江水患最根本的措施是（   ）A植树造林，保持水土B大力兴建水利工程C中游河段裁弯取直D增加湖泊的蓄洪能力题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：A解析：图中显示，长江流量线和水位线基本平行，说明长江涵养水源的能力较弱，导致水患。所以，植树造林，增强涵养水源，保持水土的能力，是治理长江水患的根本措施。知识点：
[知识点：]
流域开发的地理条件、内容、综合治理措施"
"1567142626-2008","https://study.baidu.com/tiku","[题目]
关于珠江三角洲地区工业化与城市化的叙述，不正确的是(　　)A珠江三角洲的工业化与城市化是在外资的推动下不断发展的B20世纪90年代以来，支撑珠江三角洲地区产业升级的动力在减弱C珠江三角洲的工业化加快了城市化进程D珠江三角洲地区各城市分工明确，结构差异大题型: 单选题|难度: 一般|使用次数: 0|纠错复制收藏到空间加入选题篮查看答案解析答案：D解析：珠三角地区的城市之间产业结构差异不大，彼此之间形成相互竞争的关系。知识点：
[知识点：]
区域工业化和城市化的推进过程产生的问题及解决措施"
